Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres
162332,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,"Mishima, Yukio",John Nathan,"=""""","=""""",4,3.89,Vintage,Paperback,181,1994,1963,2020/07/16,2020/07/16,,,read,,,,1,,,0,,,,,,",2020-07-16","Fiction|812;Cultural,Japan|486;Asian Literature,Japanese Literature|404;Classics|262;Literature|125;Novels|101;Cultural,Asia|68;Literature,20th Century|67;Literature,Asian Literature|61;Literary Fiction|48"
46037714,Call Sign Chaos: Learning to Lead,Jim Mattis,"Mattis, Jim","Francis J. ""Bing"" West Jr.","=""0812996836""","=""9780812996838""",5,4.34,Random House,Hardcover,320,2019,2019,2020/06/14,2020/05/22,,,read,,,,1,,,0,,,,,,",2020-06-14","Leadership|176;Nonfiction|115;Biography|113;War,Military Fiction|109;History|77;Autobiography,Memoir|48;Politics|44;Military,Military History|29;War|26;Business|23"
20821140,World Order,Henry Kissinger,"Kissinger, Henry",,"=""1594206147""","=""9781594206146""",4,4.06,Penguin Press,Hardcover,420,2014,2014,2020/07/02,2020/06/28,,,read,,,,1,,,0,,,,,,",2020-07-02","Politics|500;History|417;Nonfiction|351;Political Science,International Relations|93;Politics,Political Science|63;Economics|39;History,World History|24;Earth,The World|14;War,Military Fiction|14;Philosophy|13"
381355,The Bogleheads' Guide to Investing,Taylor Larimore,"Larimore, Taylor","Michael LeBoeuf, Mel Lindauer","=""0471730335""","=""9780471730330""",5,4.30,John Wiley & Sons,Hardcover,307,2006,2006,2020/07/14,2020/07/14,,,read,,,,2,,,0,,,,,,",2020-07-14","Economics,Finance|502;Nonfiction|194;Finance,Personal Finance|170;Business|114;Currency,Money|93;Economics|48;Self Help|34;Self Help,Personal Development|11;Personal Finance,Money Management|4;Reference|4"
35099718,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,"=""1580056776""","=""9781580056779""",4,4.51,Seal Press,Hardcover,248,2018,2018,2020/06/09,2020/06/09,,,read,,,,1,,,0,,,,,,",2020-06-09","Nonfiction|3976;Race|1314;Audiobook|833;Social Movements,Social Justice|714;Race,Anti Racist|683;Politics|437;Sociology|205;Writing,Essays|200;Adult|177;Feminism|164"
40591670,I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,Ramit Sethi,"Sethi, Ramit",,"=""1523505745""","=""9781523505746""",5,4.11,Workman Publishing Company,Paperback,352,2019,2009,2020/06/04,2020/06/04,,,read,,,,2,,,0,,,,,,",2020-06-04","Economics,Finance|1048;Nonfiction|659;Finance,Personal Finance|477;Business|421;Self Help|282;Currency,Money|274;Self Help,Personal Development|94;Economics|90;Audiobook|38;Productivity|26"
39026990,How to Invent Everything: A Survival Guide for the Stranded Time Traveler,Ryan North,"North, Ryan",,"=""073522014X""","=""9780735220140""",0,4.14,Riverhead Books,Hardcover,437,2018,2018,,2020/06/03,to-read,to-read (#31),to-read,,,,0,,,0,,,,,,,"Nonfiction|326;Science|295;History|110;Humor|85;Science Fiction,Time Travel|47;Science,Technology|31;Adventure,Survival|16;Audiobook|12;Science,Engineering|12;Reference|10"
567610,How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,"Adler, Mortimer J.",Charles Van Doren,"=""""","=""""",4,3.97,"Simon & Schuster, Inc",Paperback,426,1972,1940,2020/06/02,2020/06/02,,,read,Forgive me Adler for I have been a passive reader. ,,,2,,,0,,,,,,",2020-06-02","Nonfiction|1005;Education|392;Self Help|385;Writing,Books About Books|196;Language,Writing|183;Reference|158;Self Help,Personal Development|123;Philosophy|123;Classics|109;Productivity|101"
18079767,Solving the Procrastination Puzzle: A Concise Guide to Strategies for Change,Timothy A. Pychyl,"Pychyl, Timothy A.",,"=""0399168125""","=""9780399168123""",4,3.66,TarcherPerigee,Paperback,128,2013,2013,2020/05/30,2020/05/30,,,read,"Ever been running with your chest screaming at you to stop? Your legs are burning. You decide okay, I'll stop when I get to that tree. After some suffering, you get there and you have to decide if you really meant what you said or should you just keep running. ""There is another tree actually, I'll stop when I get to that."" This process repeats ad infinitum until you get to the destination and decided you're badass because you tricked your puny brain into letting your body work more. That's what I've got to do with my work. If there is anything to take from this, it's that you really are leaving a lot on the table by turning in last-minute work. You could do better.",,,1,,,0,,,,,,",2020-05-30","Self Help|120;Nonfiction|110;Psychology|93;Productivity|42;Self Help,Personal Development|27;Audiobook|26;Business|15;Science|5;Philosophy|4;Education|4"
14891980,The 5 Elements of Effective Thinking,Edward B. Burger,"Burger, Edward B.",Michael Starbird,"=""0691156662""","=""9780691156668""",3,3.99,Princeton University Press,Hardcover,157,2012,2012,2020/05/30,2020/05/30,,,read,"I thought I freed myself from self-help audiobooks. Apparently not. One thing I hope I remember is that the mathematician approach of solving a simpler problem is often more useful than trying to initially grapple with the complexity of the harder problem. <br/><br/>After reading this book, I think all progress is really just incremental. We like to pretend that using metaphors and moving away from the engineering approach is fresh and exciting. The metaphor that I hear is that ""Henry Ford didn't try to make a faster horse."" But his increased efficiency was trying to make a better car production line. And maybe cars are just more efficient wheelbarrows?<br/><br/>My main gripe with this genre is that the distilled platitudes are so ethereal. It makes sense that they need examples to ground the thoughts but the stories seem like such post hoc simplifications. Something like: I interviewed these billionaires and they all poop on toilets! So I started pooping on toilets and soon I'll cash in!<br/><br/>While these stories are a nice way to paint the world and motivate the platitudes, I don't think my day to day actions will be greatly influenced by this book. Will I be able to tell you the 5 elements? Sure. Will I be a better person? Probably not.",,,1,,,0,,,,,,",2020-05-30","Nonfiction|184;Psychology|173;Self Help|146;Self Help,Personal Development|68;Business|60;Productivity|39;Audiobook|33;Philosophy|27;Education|15;Leadership|11"
9674787,The Next American Revolution: Sustainable Activism for the Twenty-First Century,Grace Lee Boggs,"Boggs, Grace Lee","Scott Kurashige, Danny Glover","=""0520269241""","=""9780520269248""",0,4.37,University of California Press,Hardcover,224,2011,2011,,2020/05/22,to-read,to-read (#30),to-read,,,,0,,,0,,,,,,,"Nonfiction|85;Politics|53;Race,Anti Racist|45;Social Movements,Social Justice|45;Social Issues,Activism|36;Race|32;History|22;Feminism|13;Education|9;Social Issues|8"
72657,Pedagogy of the Oppressed,Paulo Freire,"Freire, Paulo","Myra Bergman Ramos, Donaldo Macedo, Richard Shaull","=""0826412769""","=""9780826412768""",0,4.28,Bloomsbury Academic,Paperback,192,2000,1968,,2020/05/22,to-read,to-read (#29),to-read,,,,0,,,0,,,,,,,"Education|993;Nonfiction|830;Philosophy|524;Politics|413;Teaching|200;Social Movements,Social Justice|198;Philosophy,Theory|177;Sociology|152;Academic|69;History|65"
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""152473165X""","=""9781524731656""",5,4.39,Knopf Publishing Group,Hardcover,339,2018,2018,2020/05/21,2020/05/21,,,read,,,,1,,,0,,,,,,",2020-05-21","Nonfiction|4525;Business|1638;Crime,True Crime|899;Audiobook|684;Science|617;Mystery,Crime|346;Science,Technology|290;Biography|289;History|226;Writing,Journalism|173"
34043787,The Life-Changing Manga of Tidying Up: A Magical Story,Marie Kondō,"Kondō, Marie",Yuko Uramoto,"=""""","=""""",4,4.06,Ten Speed Press,Kindle Edition,192,2017,2017,2020/05/21,2020/05/21,,,read,,,,2,,,0,,,,,,",2020-05-21","Sequential Art,Manga|550;Nonfiction|349;Sequential Art,Graphic Novels|285;Self Help|182;Sequential Art,Comics|110;Cultural,Japan|37;Adult|32;Graphic Novels Comics|25;Self Help,Personal Development|22;Comics Manga|21"
39810030,"The Minimalist Home: A Room-By-Room Guide to a Decluttered, Refocused Life",Joshua Becker,"Becker, Joshua",,"=""1601427999""","=""9781601427991""",3,3.64,Waterbrook Press,Hardcover,256,2018,2018,2020/05/20,2020/05/20,,,read,,,,1,,,0,,,,,,",2020-05-20","Nonfiction|195;Self Help|74;Audiobook|21;Self Help,Personal Development|16;Adult|6;Design|5;How To|4;Reference|4;Unfinished|3;Productivity|3"
7144,Crime and Punishment,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor",,"=""0143058142""","=""9780143058144""",5,4.23,Penguin,Paperback,671,2002,1866,2020/05/18,2019/11/25,,,read,,,,1,,,0,,,,,,",2020-05-18","Classics|17814;Fiction|8950;Cultural,Russia|2348;Literature|1971;Literature,Russian Literature|1761;Novels|1101;Philosophy|1092;Mystery,Crime|815;Literature,19th Century|644;Academic,School|514"
52092854,Plague of Corruption: Restoring Faith in the Promise of Science,Judy Mikovits,"Mikovits, Judy",Kent Heckenlively,"=""""","=""""",1,4.23,Skyhorse,Kindle Edition,,2020,2020,,2020/05/05,,,read,I'm only posting here because my mom became further worried about coronavirus when one of her friends sent a video of Judy Mikovits fearmongering and hyping up her book.<br/><br/>In the future please depend on Snopes for fact-checking conspiracy claims.  <br/>https://www.snopes.com/fact-check/scientist-vaccine-jailed/,,,2,,,0,,,,,,,"Science|29;Nonfiction|29;Health|20;Politics|11;Health,Medicine|4;History|3;Mystery,Crime|2;Biography|2;Reference|2;Pseudoscience,Conspiracy Theories|2"
42210,Life Is a Dream,Pedro Calderón de la Barca,"Barca, Pedro Calderón de la",,"=""0486421244""","=""9780486421247""",0,3.97,Dover Publications,Paperback,96,2002,1636,,2020/04/11,to-read,to-read (#28),to-read,,,,0,,,0,,,,,,,"Plays|316;Classics|289;European Literature,Spanish Literature|132;Drama|121;Plays,Theatre|101;Fiction|93;Cultural,Spain|56;Academic,School|56;Poetry|48;Literature|44"
4934,The Brothers Karamazov,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",5,4.32,"Farrar, Straus and Giroux",Paperback,796,2002,1879,2020/04/05,2019/05/29,,,read,"I've tried to read this book off and on for at least 3 years. For the first 500 pages or so the characters are difficult to love and the walls of densely packed text make the pages hard to turn. Then as if by magic you suddenly feel like you're part of the Karamazov family and the pages feel like a home. It turns into one of the greatest novels I've ever read and I really wanted to hate this book. The idea of perpetuating classic books for continuity's sake seems like such a mental shortcut when talking about what books you should read. However, I feel confident in taking this shortcut. You should read this book.",,,1,,,0,,,,,,"2019-10-25,2020-04-05","Classics|8638;Fiction|6093;Cultural,Russia|1676;Literature|1347;Literature,Russian Literature|1267;Philosophy|1049;Novels|729;Literature,19th Century|405;Classics,Classic Literature|324;Religion|258"
30741739,Machine Learning Yearning,Andrew Ng,"Ng, Andrew",,"=""""","=""""",4,4.29,,ebook,118,,,2020/04/01,2020/04/01,,,read,,,,1,,,0,,,,,,",2020-04-01","Artificial Intelligence|22;Science,Computer Science|9;Science,Technology|8;Computer Science,Technical|7;Nonfiction|7;Science|5;Computer Science,Programming|5;Computer Science,Software|3;Computer Science,Coding|2;Textbooks|2"
27485,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,"Perel, Esther",,"=""0060753633""","=""9780060753634""",4,4.15,Harper,Hardcover,272,2006,2006,2020/03/20,2020/03/20,,,read,,,,2,,,0,,,,,,",2020-03-20","Nonfiction|710;Psychology|420;Relationships|359;Self Help|202;Sexuality|192;Audiobook|74;Marriage|66;Self Help,Personal Development|53;Love|52;Science|37"
194805,Understanding Power: The Indispensable Chomsky,Noam Chomsky,"Chomsky, Noam","Peter R. Mitchell, John Schoeffel","=""1565847032""","=""9781565847033""",5,4.42,The New Press,Paperback,416,2002,2002,,2020/03/17,,,read,,,,1,,,0,,,,,,",2020-03-17","Politics|666;Nonfiction|435;Philosophy|229;History|157;Economics|73;Politics,Political Science|43;Sociology|37;Psychology|26;Philosophy,Theory|23;Culture,Society|23"
25664439,"The Man's Guide to Women: Scientifically Proven Secrets from the ""Love Lab"" About What Women Really Want",John M. Gottman,"Gottman, John M.","Julie Schwartz Gottman, Douglas Abrams, Rachel Carlton Abrams","=""1623361842""","=""9781623361846""",4,4.16,Rodale Books,Hardcover,224,2016,2016,2020/03/11,2020/03/11,,,read,,,,2,,,0,,,,,,",2020-03-11","Relationships|44;Psychology|31;Nonfiction|29;Self Help|25;Marriage|21;Self Help,Personal Development|7;Love|4;Womens|4;Sexuality|3;Science|3"
383472,Statistical Inference,George Casella,"Casella, George",Roger L. Berger,"=""0534243126""","=""9780534243128""",0,4.16,Cengage Learning,Hardcover,688,2001,2001,,2020/03/11,to-read,to-read (#27),to-read,,,,0,,,0,,,,,,,"Science,Mathematics|31;Textbooks|15;Science|11;Reference|9;Computer Science,Technical|7;Reference,Research|5;Nonfiction|4;Academic|2;Economics,Finance|2;Academic,Grad School|2"
148009,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction",Trevor Hastie,"Hastie, Trevor","Robert Tibshirani, Jerome Friedman","=""0387952845""","=""9780387952840""",0,4.41,Springer,Hardcover,552,2003,2001,,2020/03/10,to-read,to-read (#26),to-read,,,,0,,,0,,,,,,,"Science,Mathematics|64;Science,Computer Science|56;Science|48;Computer Science,Technical|37;Nonfiction|33;Textbooks|30;Artificial Intelligence|29;Computer Science,Programming|27;Science,Technology|24;Reference|24"
245483,Classical Mechanics,John R. Taylor,"Taylor, John R.",,"=""189138922X""","=""9781891389221""",0,4.27,University Science Books,Hardcover,786,2004,2003,,2020/03/10,to-read,to-read (#25),to-read,,,,0,,,0,,,,,,,"Science,Physics|84;Textbooks|34;Science|32;Nonfiction|15;Academic|4;Reference|4;Academic,School|3;Academic,Academics|2;Science,Engineering|2;Science,Mathematics|2"
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, رضی هیرمند","=""1600964338""","=""9781600964336""",5,4.09,Waking Lion Press,Paperback,86,2006,1886,,2020/03/04,,,read,,,,1,,,0,,,,,,",2020-03-04","Classics|2914;Fiction|2093;Cultural,Russia|848;Literature,Russian Literature|659;Literature|489;Short Stories|372;Philosophy|323;Literature,19th Century|207;Novels|189;Novella|160"
43319933,Every Tool's a Hammer: Life Is What You Make It,Adam Savage,"Savage, Adam",,"=""1982113499""","=""9781982113490""",5,4.14,Atria Books,ebook,320,2019,2019,,2020/03/03,,,read,,,,1,,,0,,,,,,",2020-03-03","Nonfiction|233;Biography|101;Autobiography,Memoir|54;Science|42;Audiobook|28;Biography,Autobiography|22;Self Help|21;Biography Memoir|14;Art|14;Design|11"
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",5,4.08,Random House,Hardcover,426,2012,2012,2020/03/01,2020/03/01,,,read,"Read this book because it should make you angry. Either angry at the establishments he's against and/or angry at the author's ego. The book is filled with contradictions, and I think the author could stand to gain a lot by listening to his own advice or ""putting skin in the game"" and admitting his failures. A lot of criticism I've read about this book does seem to misrepresent him in ways that are easy to hate which might explain why he seems so defensive about his ideas. Hopefully, this book will actually make you ""antifragile"" by forcing you to check some of your assumptions.",,,2,,,0,,,,,,",2020-03-01","Nonfiction|1193;Philosophy|1001;Business|685;Economics|528;Psychology|447;Science|241;Economics,Finance|182;Self Help|141;Self Help,Personal Development|82;Politics|72"
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas","David Chandler, Микола Климчук","=""1400063515""","=""9781400063512""",4,3.95,Random House ,Hardcover,366,2007,2007,2020/02/27,2020/02/27,,,read,"Black swans are unknown unknowns and we tend to season our facts with untested causation to make the ""knowledge"" digestible. The author dismisses statistics and economics but I think these fields have grown as a result. I'll read Antifragile next but honestly, the Incerto just seems like his own rehashing of the same book as some form of bet-hedging that one of them will become a best seller.",,,2,,,0,,,,,,",2020-02-27","Nonfiction|2388;Economics|1260;Business|1213;Philosophy|1054;Science|677;Psychology|646;Economics,Finance|515;History|126;Sociology|126;Science,Mathematics|96"
30646587,"The Simple Path to Wealth: Your road map to financial independence and a rich, free life",J.L. Collins,"Collins, J.L.",Mr. Money Mustache,"=""""","=""""",5,4.47,jlcollinsnh.com,Kindle Edition,288,2016,2016,2020/02/21,2020/02/21,,,read,,,,2,,,0,,,,,,",2020-02-21","Economics,Finance|591;Finance,Personal Finance|254;Nonfiction|235;Currency,Money|134;Business|83;Self Help|61;Economics|51;Audiobook|18;Self Help,Personal Development|17;Education|6"
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",4,3.82,Vintage Contemporaries / Random House,Paperback,399,1991,1991,,2020/02/18,,,read,"You can find me in the second circle of hell. Always running away from my obligations, eternally returning videotapes.",,,1,,,0,,,,,,",2020-02-18","Fiction|3977;Horror|2590;Classics|1009;Thriller|1002;Mystery,Crime|542;Contemporary|448;Mystery|381;Novels|369;Literature|269;Literature,American|256"
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0140275363""","=""9780140275360""",4,3.88,Penguin Classics,Paperback,683,1999,-800,,2016/01/04,,,read,,,,1,,,0,,,,,,",2020-02-15","Classics|12815;Poetry|4078;Fiction|3218;Fantasy,Mythology|2138;Literature|1122;Fantasy|862;Historical,Historical Fiction|603;Academic,School|586;War|455;Epic|440"
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",5,4.02,University of Chicago Press,Paperback,226,1996,1962,,2019/12/20,,,read,,,,1,,,0,,,,,,",2020-02-07","Science|2065;Philosophy|1645;Nonfiction|851;History|603;Sociology|105;Science,History Of Science|81;Classics|73;Science,Physics|53;Academic|52;Philosophy,Theory|42"
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich",Walter Kaufmann,"=""""","=""""",5,4.05,Penguin Books,Paperback,327,1978,1883,,2020/01/27,,,read,,,,1,,,0,,,,,,",2020-02-04","Philosophy|6634;Classics|1223;Nonfiction|922;European Literature,German Literature|302;Literature|203;Religion|135;Literature,19th Century|130;Unfinished|128;Psychology|117;Poetry|104"
32829,Journey to the Center of the Earth,Jules Verne,"Verne, Jules",,"=""0553213970""","=""9780553213973""",3,3.86,Bantam,Paperback,240,2006,1864,,2019/08/02,,,read,"""Jeez Uncle I-I'm not so sure about this."" <br/>""If you stick with me, we'll accomplish great things! It's Axel and Uncle adventures forever. We are the only friends we got Axel! To the center of the earth for 100 years adventures dot com!""<br/>""W-we should turn around. I need to get back home. I want to see Gräuben.""<br/>""Guess who just discovered a new lake! If God exists it's me! Shut up, Axel. You're really messing this up right now. Consult the barometer.""",,,1,,,0,,,,,,",2020-01-30","Classics|4811;Science Fiction|2634;Fiction|2033;Adventure|1078;Fantasy|922;Cultural,France|312;Literature|268;Novels|231;Audiobook|187;Literature,19th Century|167"
99944,The Bhagavad Gita,Krishna-Dwaipayana Vyasa,"Vyasa, Krishna-Dwaipayana","Simon Brodbeck, Juan Mascaró","=""0140449183""","=""9780140449181""",5,4.13,Penguin,Paperback,160,2003,-400,,2020/01/28,,,read,,,,2,,,0,,,,,,",2020-01-28","Religion|1156;Philosophy|961;Classics|695;Spirituality|564;Poetry|363;Nonfiction|343;Cultural,India|246;Fantasy,Mythology|195;Religion,Hinduism|194;History|99"
41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",,"=""""","=""""",5,4.36,Lioncrest Publishing,Kindle Edition,366,2018,2018,,2020/01/28,,,read,,,,1,,,0,,,,,,",2019-03-28","Nonfiction|671;Self Help|600;Biography|506;Self Help,Personal Development|243;Psychology|202;Audiobook|191;Autobiography,Memoir|150;Biography,Autobiography|98;Leadership|82;War,Military Fiction|71"
6355618,The Sacred Book of the Werewolf,Victor Pelevin,"Pelevin, Victor",Andrew Bromfield,"=""0143116037""","=""9780143116035""",0,3.82,Penguin Group,Paperback,333,2009,2004,,2020/01/28,to-read,to-read (#24),to-read,,,,0,,,0,,,,,,,"Fiction|123;Fantasy|101;Cultural,Russia|74;Literature,Russian Literature|23;Fantasy,Urban Fantasy|20;Shapeshifters,Werewolves|18;Fantasy,Paranormal|18;Contemporary|14;Literature|14;Novels|13"
13587145,The Theoretical Minimum: What You Need to Know to Start Doing Physics (Theoretical Minimum #1),Leonard Susskind,"Susskind, Leonard",George Hrabovsky,"=""046502811X""","=""9780465028115""",0,4.14,Basic Books,Hardcover,256,2013,2013,,2020/01/27,to-read,to-read (#23),to-read,,,,0,,,0,,,,,,,"Science|444;Science,Physics|328;Nonfiction|149;Science,Mathematics|28;Science,Popular Science|19;Education|12;Textbooks|10;Reference|8;Unfinished|7;Computer Science,Technical|6"
204706,Physical Chemistry: A Molecular Approach,Donald A. McQuarrie,"McQuarrie, Donald A.",John D. Simon,"=""0935702997""","=""9780935702996""",0,4.04,University Science Books,Hardcover,1360,1997,1997,,2020/01/27,to-read,to-read (#21),to-read,,,,0,,,0,,,,,,,"Science,Chemistry|27;Textbooks|12;Science|7;Science,Physics|5;Nonfiction|4;Reference|3;Academic,Read For School|2"
5546,The Feynman Lectures on Physics,Richard P. Feynman,"Feynman, Richard P.","Robert B. Leighton, Matthew L. Sands","=""0805390456""","=""9780805390452""",0,4.60,Addison Wesley,Hardcover,1552,2005,1964,,2020/01/27,to-read,to-read (#20),to-read,,,,0,,,0,,,,,,,"Science|853;Science,Physics|545;Nonfiction|221;Textbooks|52;Reference|49;Science,Mathematics|20;Academic|14;Science,Popular Science|14;Classics|13;Computer Science,Technical|12"
739735,How to Prove It: A Structured Approach,Daniel J. Velleman,"Velleman, Daniel J.",,"=""0521675995""","=""9780521675994""",0,4.27,Cambridge University Press,Paperback,398,2006,1994,,2020/01/27,to-read,to-read (#19),to-read,,,,0,,,0,,,,,,,"Science,Mathematics|164;Nonfiction|36;Science|34;Science,Computer Science|18;Philosophy,Logic|18;Philosophy|10;Reference|10;Textbooks|10;Computer Science,Programming|6;Academic|6"
5941151,Physical Biology of the Cell,Rob Phillips,"Phillips, Rob","Jane Kondev, Julie Theriot","=""0815341636""","=""9780815341635""",0,4.25,Garland Science,Paperback,807,2008,2008,,2020/01/27,to-read,to-read (#18),to-read,,,,0,,,0,,,,,,,"Science,Biology|14;Science,Physics|12;Science|9;Textbooks|5;Science,Chemistry|2"
134203,Between the Bridge and the River,Craig Ferguson,"Ferguson, Craig",,"=""0811858197""","=""9780811858199""",0,3.80,Chronicle Books,Paperback,329,2007,2006,,2020/01/27,to-read,to-read (#17),to-read,,,,0,,,0,,,,,,,"Fiction|166;Humor|59;Contemporary|18;Humor,Comedy|11;Literature|8;Adult Fiction|7;Adult|6;Religion|6;Death|5;Cultural,Scotland|5"
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""0552135399""","=""9780552135399""",0,4.23,Black Swan,Paperback,637,1990,1989,,2020/01/27,to-read,to-read (#16),to-read,,,,0,,,0,,,,,,,"Fiction|4553;Classics|1178;Contemporary|373;Literature|360;Novels|293;Literary Fiction|292;Historical,Historical Fiction|224;Young Adult,Coming Of Age|191;Adult Fiction|187;Literature,American|166"
7069,The World According to Garp,John Irving,"Irving, John",,"=""0345915593""","=""9780345915597""",0,4.09,Ballantine Books,Hardcover,610,1999,1978,,2020/01/27,to-read,to-read (#15),to-read,,,,0,,,0,,,,,,,"Fiction|3593;Classics|730;Contemporary|308;Literature|297;Novels|261;Literary Fiction|204;Humor|187;Literature,American|170;Adult Fiction|109;Drama|87"
12395,Journey to the End of the Night,Louis-Ferdinand Céline,"Céline, Louis-Ferdinand","Ralph Manheim, Angela Cismaş, William T. Vollmann","=""0811216543""","=""9780811216548""",4,4.22,New Directions,Paperback,453,2006,1932,2020/01/24,2019/08/20,,,read,"When everything around you is pitch black, it can be hard to tell if your eyes are open or shut. But the difference is huge. If you keep them shut, you have the comfort of seeing the images on the back of your eyelids. All of it is fictitious. When you stare into the darkness with your eyes open, your fears become indistinguishable from what might be lurking around you. Some of it real and some of it fake. Celine’s journey is terrifying because it shows humanity and doesn’t delude you with niceties. You might find despair in the things around you. I’m not sure I would recommend this book.",,,1,,,0,,,,,,"2019-10-25,2020-01-24","Fiction|1017;Classics|509;Cultural,France|436;European Literature,French Literature|217;Literature|205;Novels|154;Philosophy|93;Literature,20th Century|83;War|64;Roman|52"
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",5,3.96,Signet Classics,Mass Market Paperback,141,1996,1945,,2020/01/24,,,read,"Animal Farm to me is about shifts in power. Unchecked power will always corrupt, just look at the state of gas station toilets. When we have the opportunity to be ourselves without having to deal with the consequences of our actions, we are disgusting. It is easy to criticize others when you are dealing with the consequences of their actions. But if you get the chance to lead, will you think of others or yourself? Find ways to hold yourself accountable and maybe you won’t become the type of person you despise.",,,1,,,0,,,,,,",2020-01-24","Classics|34158;Fiction|19552;Science Fiction,Dystopia|3936;Fantasy|3222;Literature|2816;Politics|2679;Academic,School|2480;Science Fiction|2029;Novels|1765;Academic,Read For School|1060"
49107406,"No Calculator, No Problem! Mastering Mental Math",Art Benjamin,"Benjamin, Art",,"=""""","=""""",5,4.24,Audible ,Audible Audio,6,2019,,,2020/01/23,,,read,"Art Benjamin does an incredible job unlocking mental arithmetic through audiobook format. His voice reminds me of Wallace Shawn from the Princess Bride and I half expected him to say ""You fool! You fell for the classic blunder of forgetting to carry the one!"" Regardless, the useful information for me didn't really start until an hour in but it ramps up quickly after that. There were several moments where I couldn't help but wonder why arithmetic isn't taught this way. Also, I don't think this a passive read by any means. I couldn't drive my car, pause, do 3 digit division, and resume the audiobook without putting others in danger. I would highly recommend this to anyone that works with numbers and very highly recommend this to any math teacher. It'd make a good gift if you'd like to thank someone who makes numbers less cryptic. ",,,1,,,0,,,,,,",2020-01-23",Nonfiction|2
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Katherine Tiernan O'Connor, Diana Lewis Burgin, Ellendea Proffer","=""0679760806""","=""9780679760801""",5,4.29,Vintage International,Paperback,372,1996,1967,,2020/01/22,,,read,,,,1,,,0,,,,,,"2020-01-08,2020-01-22","Classics|5385;Fiction|4966;Cultural,Russia|1818;Fantasy|1656;Literature,Russian Literature|1119;Magical Realism|1065;Literature|715;Novels|586;Historical,Historical Fiction|353;Literature,20th Century|298"
20958539,"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive (Mental Mastery Book 1)",Kevin Horsley,"Horsley, Kevin",,"=""""","=""""",4,3.94,TCK Publishing,Kindle Edition,136,2014,2014,,2020/01/16,,,read,,,,1,,,0,,,,,,",2020-01-16","Nonfiction|189;Self Help|167;Psychology|109;Self Help,Personal Development|63;Productivity|47;Science|29;Business|20;Education|19;Health|10;Biology,Neuroscience|10"
